time, damage, mv, attack, em, cr, cd, damage bonus, character, element, reaction, damage type, aoe
21.667, 479.380, 0.569, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.NORMAL, False
21.667, 1241.418, 0.300, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
21.700, 13239.585, 1740.624, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.EC, DamageType.REACTION, True
21.700, 3310.449, 0.800, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
21.850, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.200,Sucrose, Element.HYDRO, Reactions.HYDROSWIRL, DamageType.REACTION, True
21.983, 2494.575, 2.960, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.BURST, True
21.983, 917.070, 0.880, 1339.485, 1081.104, 0.249, 0.632,1.200,Sucrose, Element.HYDRO, None, DamageType.BURST, True
21.983, 438.691, 0.521, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.NORMAL, False
21.983, 1241.418, 0.300, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
22.350, 7349.197, 1.776, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
22.517, 550.871, 0.654, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.NORMAL, False
22.517, 1241.418, 0.300, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
23.017, 479.380, 0.569, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.NORMAL, False
23.017, 1241.418, 0.300, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
23.200, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
23.200, 3310.449, 0.800, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
23.200, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
23.200, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.200,Sucrose, Element.HYDRO, Reactions.HYDROSWIRL, DamageType.REACTION, True
23.200, 13239.585, 1740.624, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.EC, DamageType.REACTION, True
23.333, 438.691, 0.521, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.NORMAL, False
23.333, 1241.418, 0.300, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
23.350, 0.000, 0.000, 1294.040, 269.824, -0.884, 0.632,1.000,Kokomi, Element.PHYSICAL, None, DamageType.CLAM, False
23.350, 7349.197, 1.776, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
23.700, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
23.700, 3310.449, 0.800, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
23.700, 13239.585, 1740.624, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.EC, DamageType.REACTION, True
23.867, 550.871, 0.654, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.NORMAL, False
23.867, 1241.418, 0.300, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
23.933, 2494.575, 2.960, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.BURST, True
23.933, 917.070, 0.880, 1339.485, 1081.104, 0.249, 0.632,1.200,Sucrose, Element.HYDRO, None, DamageType.BURST, True
24.200, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
24.200, 3310.449, 0.800, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
24.200, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
24.200, 13239.585, 1740.624, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.EC, DamageType.REACTION, True
24.350, 7349.197, 1.776, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
24.367, 479.380, 0.569, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.NORMAL, False
24.367, 1241.418, 0.300, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
24.700, 6574.658, 870.312, 1339.485, 900.920, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
24.700, 3310.449, 0.800, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
24.700, 11948.286, 1740.624, 1339.485, 900.920, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.EC, DamageType.REACTION, True
25.350, 7349.197, 1.776, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
