time, damage, mv, attack, em, cr, cd, damage bonus, character, element, reaction, damage type, aoe
31.750, 9944.319, 0.800, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
31.840, 2349.890, 0.714, 1669.804, 39.640, 0.692, 1.294,2.371,Raiden, Element.ELECTRO, None, DamageType.SKILL, False
31.833, 6809.989, 1.776, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
32.030, 2217.981, 2.040, 1471.298, 1080.120, 0.116, 0.632,1.570,Kazuha, Element.ANEMO, None, DamageType.BURST, True
32.030, 5671.345, 0.612, 1471.298, 1080.120, 0.116, 0.632,1.852,Kazuha, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, True
32.017, 5648.077, 870.312, 1471.298, 1080.120, 0.116, 0.632,1.672,Kazuha, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
32.833, 6809.989, 1.776, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
32.923, 2349.890, 0.714, 1669.804, 39.640, 0.692, 1.294,2.371,Raiden, Element.ELECTRO, None, DamageType.SKILL, False
33.083, 8586.642, 1.630, 1669.804, 39.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, None, DamageType.BURST, False
33.083, 9821.080, 1.865, 1669.804, 39.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, None, DamageType.BURST, False
33.200, 13042.865, 1.321, 1669.804, 39.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, False
33.200, 8027.092, 0.300, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
33.200, 9944.319, 0.800, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
33.833, 6809.989, 1.776, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
33.923, 6154.106, 0.714, 1669.804, 39.640, 0.692, 1.294,2.371,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
34.533, 8586.642, 1.630, 1669.804, 39.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, None, DamageType.BURST, False
34.533, 9821.080, 1.865, 1669.804, 39.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, None, DamageType.BURST, False
34.833, 6809.989, 1.776, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
34.923, 2349.890, 0.714, 1669.804, 39.640, 0.692, 1.294,2.371,Raiden, Element.ELECTRO, None, DamageType.SKILL, False
35.697, 3141.904, 3.264, 1471.298, 960.120, 0.116, 0.632,1.390,Kazuha, Element.ANEMO, None, DamageType.SKILL, True
35.683, 5318.185, 870.312, 1471.298, 960.120, 0.116, 0.632,1.672,Kazuha, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
35.683, 12706.630, 0.800, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
35.833, 8701.652, 1.776, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
35.923, 2941.857, 0.714, 1669.804, 39.640, 0.692, 1.294,2.323,Raiden, Element.ELECTRO, None, DamageType.SKILL, False
